.//java/org/jfree/chart/GanttChartTest.java, org.jfree.chart, GanttChartTest, 174, 4, 43.50
.//java/org/jfree/chart/internal/SerialUtilsTest.java, org.jfree.chart.internal, SerialUtilsTest, 72, 3, 24.00
.//java/org/jfree/chart/WaterfallChartTest.java, org.jfree.chart, WaterfallChartTest, 66, 3, 22.00
.//java/org/jfree/chart/plot/CombinedRangeCategoryPlotTest.java, org.jfree.chart.plot, CombinedRangeCategoryPlotTest, 161, 8, 20.13
.//java/org/jfree/chart/PieChartTest.java, org.jfree.chart, PieChartTest, 38, 2, 19.00
.//java/org/jfree/chart/XYStepChartTest.java, org.jfree.chart, XYStepChartTest, 93, 5, 18.60
.//java/org/jfree/chart/plot/CombinedDomainCategoryPlotTest.java, org.jfree.chart.plot, CombinedDomainCategoryPlotTest, 161, 9, 17.89
.//java/org/jfree/chart/LineChartTest.java, org.jfree.chart, LineChartTest, 89, 5, 17.80
.//java/org/jfree/chart/plot/CombinedRangeXYPlotTest.java, org.jfree.chart.plot, CombinedRangeXYPlotTest, 157, 9, 17.44
.//java/org/jfree/chart/XYBarChartTest.java, org.jfree.chart, XYBarChartTest, 87, 5, 17.40
.//java/org/jfree/chart/ScatterPlotTest.java, org.jfree.chart, ScatterPlotTest, 84, 5, 16.80
.//java/org/jfree/chart/TimeSeriesChartTest.java, org.jfree.chart, TimeSeriesChartTest, 84, 5, 16.80
.//java/org/jfree/chart/XYLineChartTest.java, org.jfree.chart, XYLineChartTest, 84, 5, 16.80
.//java/org/jfree/chart/XYAreaChartTest.java, org.jfree.chart, XYAreaChartTest, 83, 5, 16.60
.//java/org/jfree/chart/XYStepAreaChartTest.java, org.jfree.chart, XYStepAreaChartTest, 83, 5, 16.60
.//java/org/jfree/chart/plot/CombinedDomainXYPlotTest.java, org.jfree.chart.plot, CombinedDomainXYPlotTest, 163, 10, 16.30
.//java/org/jfree/chart/AreaChartTest.java, org.jfree.chart, AreaChartTest, 96, 6, 16.00
.//java/org/jfree/chart/BarChartTest.java, org.jfree.chart, BarChartTest, 93, 6, 15.50
